Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating,Column1
ID0590,11/01/2016 10:04,Stewart,Air Conditioner,Y,Y,31,0:05:20,3,#ERROR!
ID0587,11/01/2016 9:48,Dan,Television,N,N,,,,#ERROR!
ID0588,11/01/2016 9:48,Joe,Television,Y,Y,30,0:04:31,3,#ERROR!
ID0583,11/01/2016 9:38,Diane,Fridge,Y,Y,81,0:04:21,5,#ERROR!
ID0584,11/01/2016 9:38,Greg,Toaster,Y,Y,116,0:02:09,4,#ERROR!
ID0585,11/01/2016 9:38,Diane,Toaster,N,N,,,,#ERROR!
ID0586,11/01/2016 9:38,Joe,Television,Y,Y,63,0:04:09,3,#ERROR!
ID0581,11/01/2016 9:37,Stewart,Television,Y,Y,84,0:02:25,4,#ERROR!
ID0582,11/01/2016 9:37,Stewart,Fridge,N,N,,,,#ERROR!
ID0579,11/01/2016 9:30,Martha,Television,Y,Y,92,0:02:01,3,#ERROR!
ID0580,11/01/2016 9:30,Becky,Toaster,Y,Y,110,0:05:32,2,#ERROR!
ID0577,10/01/2016 17:48,Diane,Washing Machine,Y,Y,47,0:00:58,3,#ERROR!
ID0578,10/01/2016 17:48,Greg,Air Conditioner,Y,N,124,0:06:46,5,#ERROR!
ID0575,10/01/2016 17:39,Greg,Toaster,Y,Y,69,0:00:47,3,#ERROR!
ID0576,10/01/2016 17:39,Jim,Washing Machine,Y,N,122,0:02:48,1,#ERROR!
ID0573,10/01/2016 17:35,Dan,Television,Y,Y,10,0:04:58,3,#ERROR!
ID0574,10/01/2016 17:35,Greg,Air Conditioner,Y,Y,110,0:04:14,3,#ERROR!
ID0571,10/01/2016 17:31,Stewart,Washing Machine,Y,Y,50,0:02:41,2,#ERROR!
ID0572,10/01/2016 17:31,Martha,Fridge,Y,N,15,0:03:03,1,#ERROR!
ID0569,10/01/2016 17:25,Becky,Television,Y,Y,79,0:02:30,3,#ERROR!
ID0570,10/01/2016 17:25,Martha,Air Conditioner,Y,Y,120,0:02:09,1,#ERROR!
ID0567,10/01/2016 17:24,Diane,Toaster,Y,Y,55,0:04:14,4,#ERROR!
ID0568,10/01/2016 17:24,Stewart,Air Conditioner,N,N,,,,#ERROR!
ID0565,10/01/2016 16:58,Becky,Television,Y,Y,121,0:01:04,3,#ERROR!
ID0566,10/01/2016 16:58,Joe,Air Conditioner,Y,Y,117,0:02:51,4,#ERROR!
ID0563,10/01/2016 16:42,Diane,Washing Machine,N,N,,,,#ERROR!
ID0564,10/01/2016 16:42,Becky,Toaster,Y,Y,81,0:06:36,4,#ERROR!
ID0559,10/01/2016 16:37,Joe,Toaster,Y,Y,102,0:00:38,5,#ERROR!
ID0560,10/01/2016 16:37,Joe,Toaster,Y,Y,74,0:06:56,5,#ERROR!
ID0561,10/01/2016 16:37,Greg,Toaster,Y,Y,28,0:01:29,1,#ERROR!
ID0562,10/01/2016 16:37,Joe,Washing Machine,Y,Y,64,0:02:33,4,#ERROR!
ID0557,10/01/2016 16:00,Stewart,Washing Machine,Y,Y,99,0:02:44,5,#ERROR!
ID0558,10/01/2016 16:00,Becky,Air Conditioner,Y,Y,103,0:02:56,4,#ERROR!
ID0555,10/01/2016 15:56,Diane,Toaster,Y,Y,48,0:01:06,4,#ERROR!
ID0556,10/01/2016 15:56,Joe,Washing Machine,Y,Y,112,0:02:14,1,#ERROR!
ID0553,10/01/2016 14:58,Joe,Washing Machine,Y,Y,118,0:03:20,3,#ERROR!
ID0554,10/01/2016 14:58,Martha,Fridge,Y,Y,87,0:04:18,4,#ERROR!
ID0551,10/01/2016 14:32,Joe,Fridge,Y,Y,117,0:06:16,5,#ERROR!
ID0552,10/01/2016 14:32,Joe,Washing Machine,Y,Y,61,0:05:01,3,#ERROR!
ID0549,10/01/2016 14:25,Diane,Fridge,Y,Y,74,0:06:34,3,#ERROR!
ID0550,10/01/2016 14:25,Jim,Television,Y,Y,71,0:04:05,1,#ERROR!
ID0547,10/01/2016 14:16,Dan,Television,Y,Y,43,0:06:42,3,#ERROR!
ID0548,10/01/2016 14:16,Stewart,Air Conditioner,Y,Y,19,0:00:38,3,#ERROR!
ID0545,10/01/2016 14:09,Joe,Toaster,N,N,,,,#ERROR!
ID0546,10/01/2016 14:09,Jim,Toaster,Y,Y,10,0:04:32,2,#ERROR!
ID0543,10/01/2016 13:52,Joe,Toaster,Y,Y,28,0:06:07,5,#ERROR!
ID0544,10/01/2016 13:52,Joe,Fridge,Y,Y,36,0:01:28,3,#ERROR!
ID0541,10/01/2016 13:48,Becky,Air Conditioner,Y,Y,24,0:04:29,4,#ERROR!
ID0542,10/01/2016 13:48,Jim,Television,Y,Y,78,0:06:14,4,#ERROR!
ID0539,10/01/2016 13:13,Becky,Washing Machine,Y,Y,100,0:00:41,4,#ERROR!
ID0540,10/01/2016 13:13,Dan,Television,Y,Y,43,0:06:53,3,#ERROR!
ID0537,10/01/2016 12:56,Greg,Washing Machine,Y,Y,29,0:01:16,3,#ERROR!
ID0538,10/01/2016 12:56,Martha,Fridge,Y,Y,123,0:06:15,3,#ERROR!
ID0535,10/01/2016 12:33,Dan,Air Conditioner,Y,Y,51,0:05:33,3,#ERROR!
ID0536,10/01/2016 12:33,Greg,Air Conditioner,Y,Y,74,0:04:54,4,#ERROR!
ID0533,10/01/2016 12:27,Diane,Fridge,Y,Y,34,0:03:52,4,#ERROR!
ID0534,10/01/2016 12:27,Stewart,Television,N,N,,,,#ERROR!
ID0531,10/01/2016 11:47,Becky,Fridge,N,N,,,,#ERROR!
ID0532,10/01/2016 11:47,Dan,Television,Y,Y,106,0:02:37,4,#ERROR!
ID0529,10/01/2016 11:31,Stewart,Washing Machine,Y,Y,97,0:05:53,1,#ERROR!
ID0530,10/01/2016 11:31,Joe,Fridge,Y,Y,51,0:05:56,3,#ERROR!
ID0527,10/01/2016 11:29,Greg,Television,Y,Y,12,0:02:13,3,#ERROR!
ID0528,10/01/2016 11:29,Greg,Toaster,Y,Y,88,0:03:26,4,#ERROR!
ID0525,10/01/2016 11:18,Dan,Television,Y,Y,98,0:02:23,4,#ERROR!
ID0526,10/01/2016 11:18,Jim,Washing Machine,Y,Y,84,0:04:17,4,#ERROR!
ID0523,10/01/2016 11:11,Dan,Air Conditioner,Y,Y,46,0:06:32,4,#ERROR!
ID0524,10/01/2016 11:11,Martha,Television,Y,N,47,0:01:27,4,#ERROR!
ID0521,10/01/2016 10:35,Jim,Television,Y,Y,12,0:06:34,4,#ERROR!
ID0522,10/01/2016 10:35,Diane,Fridge,Y,Y,102,0:02:38,4,#ERROR!
ID0519,10/01/2016 10:06,Jim,Television,Y,Y,64,0:04:23,5,#ERROR!
ID0520,10/01/2016 10:06,Martha,Television,Y,Y,117,0:03:23,3,#ERROR!
ID0517,10/01/2016 9:08,Becky,Fridge,Y,Y,23,0:00:48,3,#ERROR!
ID0518,10/01/2016 9:08,Diane,Air Conditioner,Y,Y,69,0:03:53,3,#ERROR!
ID0515,10/01/2016 9:00,Stewart,Toaster,Y,Y,19,0:06:11,5,#ERROR!
ID0516,10/01/2016 9:00,Martha,Washing Machine,Y,Y,75,0:05:50,3,#ERROR!
ID0513,09/01/2016 17:42,Dan,Air Conditioner,Y,N,60,0:02:06,3,#ERROR!
ID0514,09/01/2016 17:42,Jim,Toaster,Y,Y,116,0:04:38,4,#ERROR!
ID0511,09/01/2016 17:32,Greg,Toaster,Y,Y,107,0:01:05,5,#ERROR!
ID0512,09/01/2016 17:32,Martha,Television,Y,Y,116,0:03:31,4,#ERROR!
ID0509,09/01/2016 17:28,Greg,Air Conditioner,N,N,,,,#ERROR!
ID0510,09/01/2016 17:28,Dan,Air Conditioner,N,N,,,,#ERROR!
ID0507,09/01/2016 17:24,Stewart,Television,Y,Y,121,0:03:20,4,#ERROR!
ID0508,09/01/2016 17:24,Becky,Television,Y,Y,42,0:06:58,2,#ERROR!
ID0505,09/01/2016 17:22,Joe,Toaster,Y,Y,35,0:04:46,4,#ERROR!
ID0506,09/01/2016 17:22,Jim,Washing Machine,Y,Y,27,0:02:43,3,#ERROR!
ID0503,09/01/2016 17:21,Greg,Television,Y,N,50,0:04:17,3,#ERROR!
ID0504,09/01/2016 17:21,Jim,Fridge,N,N,,,,#ERROR!
ID0501,09/01/2016 17:05,Diane,Toaster,Y,Y,119,0:00:50,4,#ERROR!
ID0502,09/01/2016 17:05,Dan,Toaster,Y,Y,32,0:02:54,5,#ERROR!
ID0499,09/01/2016 16:58,Stewart,Television,N,N,,,,#ERROR!
ID0500,09/01/2016 16:58,Martha,Washing Machine,N,N,,,,#ERROR!
ID0497,09/01/2016 15:43,Joe,Air Conditioner,N,N,,,,#ERROR!
ID0498,09/01/2016 15:43,Martha,Fridge,Y,Y,43,0:01:03,5,#ERROR!
ID0495,09/01/2016 14:51,Martha,Toaster,Y,Y,23,0:03:23,1,#ERROR!
ID0496,09/01/2016 14:51,Stewart,Fridge,Y,Y,28,0:06:20,3,#ERROR!
ID0493,09/01/2016 14:19,Diane,Television,Y,Y,44,0:02:54,3,#ERROR!
ID0494,09/01/2016 14:19,Joe,Fridge,Y,Y,98,0:01:43,1,#ERROR!
ID0491,09/01/2016 14:12,Joe,Toaster,Y,Y,34,0:05:10,4,#ERROR!
ID0492,09/01/2016 14:12,Stewart,Air Conditioner,Y,Y,78,0:03:25,1,#ERROR!
ID0489,09/01/2016 13:59,Joe,Toaster,Y,Y,105,0:01:20,1,#ERROR!
ID0490,09/01/2016 13:59,Joe,Washing Machine,Y,Y,21,0:01:38,4,#ERROR!
ID0487,09/01/2016 13:39,Becky,Television,N,N,,,,#ERROR!
ID0488,09/01/2016 13:39,Joe,Television,Y,Y,101,0:05:30,3,#ERROR!
ID0485,09/01/2016 13:03,Becky,Washing Machine,Y,Y,120,0:04:28,1,#ERROR!
ID0486,09/01/2016 13:03,Dan,Air Conditioner,Y,Y,63,0:04:59,3,#ERROR!
ID0483,09/01/2016 12:50,Diane,Toaster,Y,Y,92,0:02:25,3,#ERROR!
ID0484,09/01/2016 12:50,Jim,Air Conditioner,N,N,,,,#ERROR!
ID0481,09/01/2016 12:40,Joe,Toaster,N,N,,,,#ERROR!
ID0482,09/01/2016 12:40,Becky,Fridge,Y,N,10,0:00:54,4,#ERROR!
ID0479,09/01/2016 12:33,Diane,Toaster,Y,Y,61,0:00:36,5,#ERROR!
ID0480,09/01/2016 12:33,Greg,Washing Machine,Y,Y,18,0:05:05,5,#ERROR!
ID0477,09/01/2016 12:31,Dan,Air Conditioner,Y,Y,108,0:04:45,3,#ERROR!
ID0478,09/01/2016 12:31,Dan,Fridge,Y,Y,80,0:02:11,4,#ERROR!
ID0475,09/01/2016 11:55,Greg,Washing Machine,Y,Y,102,0:04:48,3,#ERROR!
ID0476,09/01/2016 11:55,Dan,Toaster,Y,Y,95,0:05:49,5,#ERROR!
ID0469,09/01/2016 11:48,Dan,Air Conditioner,Y,Y,97,0:06:50,1,#ERROR!
ID0470,09/01/2016 11:48,Martha,Air Conditioner,Y,Y,116,0:03:16,5,#ERROR!
ID0471,09/01/2016 11:48,Joe,Toaster,N,N,,,,#ERROR!
ID0472,09/01/2016 11:48,Dan,Fridge,N,N,,,,#ERROR!
ID0473,09/01/2016 11:48,Becky,Toaster,Y,Y,87,0:05:45,5,#ERROR!
ID0474,09/01/2016 11:48,Dan,Air Conditioner,Y,Y,43,0:00:35,4,#ERROR!
ID0467,09/01/2016 11:25,Stewart,Fridge,Y,Y,81,0:02:07,4,#ERROR!
ID0468,09/01/2016 11:25,Dan,Toaster,N,N,,,,#ERROR!
ID0465,09/01/2016 11:16,Becky,Fridge,Y,Y,46,0:06:05,3,#ERROR!
ID0466,09/01/2016 11:16,Dan,Washing Machine,Y,Y,25,0:01:40,4,#ERROR!
ID0463,09/01/2016 11:11,Joe,Fridge,Y,Y,81,0:02:42,3,#ERROR!
ID0464,09/01/2016 11:11,Jim,Toaster,Y,Y,96,0:04:33,3,#ERROR!
ID0461,09/01/2016 11:05,Stewart,Fridge,Y,N,24,0:06:15,3,#ERROR!
ID0462,09/01/2016 11:05,Stewart,Television,Y,Y,88,0:06:33,5,#ERROR!
ID0459,09/01/2016 10:58,Joe,Toaster,Y,Y,35,0:05:25,3,#ERROR!
ID0460,09/01/2016 10:58,Martha,Washing Machine,Y,N,46,0:05:23,3,#ERROR!
ID0457,09/01/2016 10:32,Jim,Air Conditioner,Y,Y,13,0:03:06,3,#ERROR!
ID0458,09/01/2016 10:32,Stewart,Toaster,Y,Y,106,0:02:27,5,#ERROR!
ID0455,09/01/2016 10:29,Diane,Television,Y,Y,119,0:06:47,3,#ERROR!
ID0456,09/01/2016 10:29,Martha,Fridge,N,N,,,,#ERROR!
ID0453,09/01/2016 10:22,Dan,Air Conditioner,Y,Y,86,0:05:02,5,#ERROR!
ID0454,09/01/2016 10:22,Becky,Television,Y,Y,77,0:02:11,4,#ERROR!
ID0451,09/01/2016 9:34,Martha,Toaster,Y,Y,20,0:01:49,4,#ERROR!
ID0452,09/01/2016 9:34,Jim,Fridge,Y,Y,110,0:06:53,3,#ERROR!
ID0449,09/01/2016 9:24,Greg,Toaster,Y,Y,97,0:02:39,5,#ERROR!
ID0450,09/01/2016 9:24,Dan,Television,Y,Y,31,0:06:20,5,#ERROR!
ID0447,09/01/2016 9:07,Jim,Washing Machine,Y,Y,107,0:05:22,4,#ERROR!
ID0448,09/01/2016 9:07,Martha,Television,Y,Y,108,0:04:03,2,#ERROR!
ID0445,08/01/2016 18:00,Jim,Toaster,Y,Y,78,0:05:13,2,#ERROR!
ID0446,08/01/2016 18:00,Diane,Toaster,Y,N,111,0:05:14,5,#ERROR!
ID0443,08/01/2016 16:37,Dan,Television,Y,Y,82,0:05:43,3,#ERROR!
ID0444,08/01/2016 16:37,Dan,Television,Y,Y,83,0:01:20,3,#ERROR!
ID0441,08/01/2016 15:54,Greg,Fridge,Y,Y,92,0:00:53,3,#ERROR!
ID0442,08/01/2016 15:54,Dan,Washing Machine,Y,Y,118,0:01:38,5,#ERROR!
ID0439,08/01/2016 15:53,Diane,Television,Y,Y,40,0:01:21,4,#ERROR!
ID0440,08/01/2016 15:53,Diane,Fridge,Y,Y,55,0:05:21,2,#ERROR!
ID0437,08/01/2016 15:43,Stewart,Air Conditioner,Y,Y,61,0:02:06,4,#ERROR!
ID0438,08/01/2016 15:43,Stewart,Fridge,Y,N,41,0:03:10,4,#ERROR!
ID0435,08/01/2016 15:37,Greg,Television,Y,Y,37,0:04:13,4,#ERROR!
ID0436,08/01/2016 15:37,Diane,Fridge,N,N,,,,#ERROR!
ID0433,08/01/2016 13:43,Joe,Washing Machine,Y,Y,104,0:03:55,4,#ERROR!
ID0434,08/01/2016 13:43,Becky,Fridge,Y,Y,16,0:05:46,3,#ERROR!
ID0431,08/01/2016 13:17,Joe,Television,Y,Y,57,0:06:15,4,#ERROR!
ID0432,08/01/2016 13:17,Becky,Toaster,N,N,,,,#ERROR!
ID0427,08/01/2016 13:10,Diane,Toaster,N,N,,,,#ERROR!
ID0428,08/01/2016 13:10,Greg,Television,Y,Y,81,0:05:56,3,#ERROR!
ID0429,08/01/2016 13:10,Joe,Air Conditioner,N,N,,,,#ERROR!
ID0430,08/01/2016 13:10,Jim,Television,Y,Y,47,0:02:11,5,#ERROR!
ID0425,08/01/2016 12:48,Stewart,Washing Machine,N,N,,,,#ERROR!
ID0426,08/01/2016 12:48,Diane,Washing Machine,Y,N,87,0:06:18,4,#ERROR!
ID0423,08/01/2016 12:38,Stewart,Air Conditioner,Y,Y,80,0:02:43,4,#ERROR!
ID0424,08/01/2016 12:38,Dan,Fridge,Y,Y,57,0:02:33,3,#ERROR!
ID0421,08/01/2016 12:14,Greg,Television,Y,Y,49,0:02:25,4,#ERROR!
ID0422,08/01/2016 12:14,Greg,Air Conditioner,Y,Y,18,0:06:38,3,#ERROR!
ID0419,08/01/2016 12:12,Jim,Television,Y,Y,31,0:06:35,5,#ERROR!
ID0420,08/01/2016 12:12,Dan,Television,Y,Y,112,0:03:41,2,#ERROR!
ID0415,08/01/2016 11:16,Dan,Washing Machine,Y,N,59,0:01:17,4,#ERROR!
ID0416,08/01/2016 11:16,Diane,Air Conditioner,Y,N,112,0:03:34,4,#ERROR!
ID0417,08/01/2016 11:16,Dan,Washing Machine,N,N,,,,#ERROR!
ID0418,08/01/2016 11:16,Dan,Fridge,Y,Y,39,0:04:51,3,#ERROR!
ID0413,08/01/2016 11:00,Diane,Washing Machine,Y,Y,115,0:06:10,3,#ERROR!
ID0414,08/01/2016 11:00,Joe,Washing Machine,Y,Y,84,0:01:11,5,#ERROR!
ID0409,08/01/2016 10:49,Joe,Fridge,Y,Y,69,0:05:41,3,#ERROR!
ID0410,08/01/2016 10:49,Stewart,Washing Machine,Y,Y,15,0:06:10,4,#ERROR!
ID0411,08/01/2016 10:49,Becky,Air Conditioner,Y,Y,119,0:05:28,3,#ERROR!
ID0412,08/01/2016 10:49,Becky,Television,Y,Y,68,0:05:17,1,#ERROR!
ID0407,08/01/2016 10:42,Martha,Television,Y,N,23,0:02:16,3,#ERROR!
ID0408,08/01/2016 10:42,Dan,Toaster,N,N,,,,#ERROR!
ID0405,08/01/2016 9:59,Jim,Air Conditioner,N,N,,,,#ERROR!
ID0406,08/01/2016 9:59,Martha,Television,N,N,,,,#ERROR!
ID0403,08/01/2016 9:47,Diane,Washing Machine,Y,Y,114,0:04:13,5,#ERROR!
ID0404,08/01/2016 9:47,Stewart,Toaster,N,N,,,,#ERROR!
ID0401,08/01/2016 9:24,Diane,Air Conditioner,Y,Y,37,0:01:05,3,#ERROR!
ID0402,08/01/2016 9:24,Greg,Fridge,Y,Y,15,0:04:27,5,#ERROR!
ID0399,08/01/2016 9:00,Joe,Fridge,Y,Y,98,0:03:33,5,#ERROR!
ID0400,08/01/2016 9:00,Jim,Air Conditioner,Y,Y,86,0:00:37,4,#ERROR!
ID0397,07/01/2016 17:55,Greg,Air Conditioner,Y,Y,76,0:05:52,3,#ERROR!
ID0398,07/01/2016 17:55,Jim,Toaster,Y,Y,32,0:03:23,4,#ERROR!
ID0395,07/01/2016 17:48,Joe,Fridge,Y,Y,47,0:02:02,5,#ERROR!
ID0396,07/01/2016 17:48,Diane,Fridge,Y,Y,86,0:02:58,2,#ERROR!
ID0393,07/01/2016 17:47,Jim,Fridge,Y,Y,118,0:00:33,3,#ERROR!
ID0394,07/01/2016 17:47,Diane,Air Conditioner,N,N,,,,#ERROR!
ID0391,07/01/2016 17:39,Diane,Television,Y,Y,76,0:01:23,4,#ERROR!
ID0392,07/01/2016 17:39,Stewart,Television,Y,N,78,0:03:07,3,#ERROR!
ID0389,07/01/2016 17:03,Jim,Washing Machine,Y,Y,107,0:06:46,2,#ERROR!
ID0390,07/01/2016 17:03,Joe,Washing Machine,Y,Y,86,0:00:42,4,#ERROR!
ID0387,07/01/2016 16:40,Dan,Toaster,Y,Y,82,0:02:13,3,#ERROR!
ID0388,07/01/2016 16:40,Jim,Television,Y,Y,119,0:03:03,4,#ERROR!
ID0385,07/01/2016 16:29,Martha,Television,Y,Y,118,0:03:35,2,#ERROR!
ID0386,07/01/2016 16:29,Becky,Air Conditioner,Y,Y,35,0:06:15,2,#ERROR!
ID0383,07/01/2016 16:07,Diane,Fridge,N,N,,,,#ERROR!
ID0384,07/01/2016 16:07,Stewart,Air Conditioner,Y,Y,84,0:06:22,4,#ERROR!
ID0381,07/01/2016 15:53,Martha,Air Conditioner,Y,N,81,0:05:10,3,#ERROR!
ID0382,07/01/2016 15:53,Dan,Toaster,N,N,,,,#ERROR!
ID0379,07/01/2016 14:31,Joe,Toaster,Y,Y,84,0:04:59,1,#ERROR!
ID0380,07/01/2016 14:31,Martha,Toaster,Y,Y,21,0:02:51,4,#ERROR!
ID0377,07/01/2016 13:45,Dan,Television,Y,Y,14,0:04:43,4,#ERROR!
ID0378,07/01/2016 13:45,Dan,Toaster,Y,Y,11,0:04:25,3,#ERROR!
ID0375,07/01/2016 13:42,Greg,Washing Machine,N,N,,,,#ERROR!
ID0376,07/01/2016 13:42,Becky,Television,Y,Y,54,0:03:48,5,#ERROR!
ID0373,07/01/2016 13:30,Becky,Television,N,N,,,,#ERROR!
ID0374,07/01/2016 13:30,Stewart,Fridge,Y,N,29,0:03:25,5,#ERROR!
ID0371,07/01/2016 13:26,Joe,Toaster,Y,Y,123,0:02:24,3,#ERROR!
ID0372,07/01/2016 13:26,Greg,Air Conditioner,Y,Y,23,0:02:03,4,#ERROR!
ID0369,07/01/2016 12:48,Greg,Air Conditioner,Y,Y,52,0:04:06,5,#ERROR!
ID0370,07/01/2016 12:48,Martha,Fridge,Y,Y,33,0:04:26,4,#ERROR!
ID0367,07/01/2016 12:36,Dan,Television,N,N,,,,#ERROR!
ID0368,07/01/2016 12:36,Becky,Washing Machine,Y,Y,122,0:01:40,4,#ERROR!
ID0365,07/01/2016 12:08,Jim,Toaster,N,N,,,,#ERROR!
ID0366,07/01/2016 12:08,Greg,Toaster,Y,Y,29,0:02:51,5,#ERROR!
ID0363,07/01/2016 11:47,Diane,Fridge,Y,Y,72,0:03:25,3,#ERROR!
ID0364,07/01/2016 11:47,Jim,Fridge,Y,Y,47,0:06:37,5,#ERROR!
ID0361,07/01/2016 11:42,Jim,Fridge,Y,Y,76,0:04:37,1,#ERROR!
ID0362,07/01/2016 11:42,Stewart,Air Conditioner,Y,Y,66,0:06:50,3,#ERROR!
ID0359,07/01/2016 11:36,Greg,Television,Y,Y,37,0:02:32,3,#ERROR!
ID0360,07/01/2016 11:36,Dan,Fridge,Y,Y,71,0:05:41,3,#ERROR!
ID0357,07/01/2016 10:48,Becky,Television,N,N,,,,#ERROR!
ID0358,07/01/2016 10:48,Joe,Television,Y,Y,25,0:01:20,5,#ERROR!
ID0355,07/01/2016 10:33,Joe,Fridge,Y,Y,76,0:05:07,4,#ERROR!
ID0356,07/01/2016 10:33,Stewart,Washing Machine,N,N,,,,#ERROR!
ID0353,07/01/2016 10:23,Diane,Fridge,Y,Y,52,0:01:55,5,#ERROR!
ID0354,07/01/2016 10:23,Greg,Television,Y,Y,60,0:04:18,3,#ERROR!
ID0351,07/01/2016 10:14,Joe,Washing Machine,Y,Y,114,0:03:41,5,#ERROR!
ID0352,07/01/2016 10:14,Becky,Washing Machine,Y,Y,85,0:03:29,4,#ERROR!
ID0349,07/01/2016 9:20,Joe,Air Conditioner,Y,Y,40,0:05:08,2,#ERROR!
ID0350,07/01/2016 9:20,Joe,Television,Y,Y,12,0:04:54,3,#ERROR!
ID0347,07/01/2016 9:07,Becky,Air Conditioner,Y,Y,26,0:01:10,3,#ERROR!
ID0348,07/01/2016 9:07,Diane,Air Conditioner,N,N,,,,#ERROR!
ID0345,07/01/2016 9:04,Dan,Washing Machine,Y,Y,62,0:05:16,5,#ERROR!
ID0346,07/01/2016 9:04,Greg,Toaster,Y,Y,74,0:02:10,5,#ERROR!
ID0343,06/01/2016 17:24,Greg,Fridge,Y,Y,96,0:01:45,5,#ERROR!
ID0344,06/01/2016 17:24,Stewart,Toaster,Y,Y,58,0:01:51,5,#ERROR!
ID0341,06/01/2016 17:22,Stewart,Fridge,Y,Y,75,0:02:51,3,#ERROR!
ID0342,06/01/2016 17:22,Jim,Washing Machine,Y,Y,42,0:01:17,4,#ERROR!
ID0339,06/01/2016 17:21,Becky,Washing Machine,N,N,,,,#ERROR!
ID0340,06/01/2016 17:21,Jim,Fridge,Y,Y,12,0:03:12,5,#ERROR!
ID0337,06/01/2016 17:19,Martha,Air Conditioner,Y,Y,115,0:02:34,4,#ERROR!
ID0338,06/01/2016 17:19,Greg,Toaster,Y,Y,81,0:00:53,4,#ERROR!
ID0335,06/01/2016 17:00,Martha,Toaster,Y,Y,48,0:00:53,5,#ERROR!
ID0336,06/01/2016 17:00,Stewart,Washing Machine,Y,Y,37,0:06:54,5,#ERROR!
ID0333,06/01/2016 16:39,Stewart,Fridge,Y,Y,81,0:03:45,3,#ERROR!
ID0334,06/01/2016 16:39,Diane,Washing Machine,Y,Y,11,0:00:34,4,#ERROR!
ID0331,06/01/2016 16:35,Martha,Toaster,N,N,,,,#ERROR!
ID0332,06/01/2016 16:35,Jim,Television,N,N,,,,#ERROR!
ID0329,06/01/2016 16:27,Dan,Television,Y,Y,53,0:01:43,3,#ERROR!
ID0330,06/01/2016 16:27,Dan,Washing Machine,N,N,,,,#ERROR!
ID0327,06/01/2016 16:22,Greg,Toaster,Y,N,97,0:01:58,4,#ERROR!
ID0328,06/01/2016 16:22,Jim,Television,Y,Y,47,0:01:49,3,#ERROR!
ID0325,06/01/2016 16:17,Martha,Fridge,Y,Y,30,0:04:36,3,#ERROR!
ID0326,06/01/2016 16:17,Jim,Toaster,Y,Y,44,0:01:04,2,#ERROR!
ID0323,06/01/2016 15:12,Joe,Washing Machine,Y,Y,72,0:06:00,1,#ERROR!
ID0324,06/01/2016 15:12,Greg,Washing Machine,Y,Y,54,0:06:15,4,#ERROR!
ID0321,06/01/2016 15:02,Stewart,Toaster,Y,Y,121,0:03:57,3,#ERROR!
ID0322,06/01/2016 15:02,Greg,Fridge,N,N,,,,#ERROR!
ID0319,06/01/2016 14:57,Stewart,Toaster,Y,Y,99,0:04:08,4,#ERROR!
ID0320,06/01/2016 14:57,Stewart,Toaster,Y,Y,56,0:04:52,1,#ERROR!
ID0317,06/01/2016 14:32,Martha,Television,Y,N,57,0:04:14,3,#ERROR!
ID0318,06/01/2016 14:32,Diane,Television,Y,Y,108,0:05:03,4,#ERROR!
ID0315,06/01/2016 14:13,Joe,Air Conditioner,Y,Y,24,0:04:59,1,#ERROR!
ID0316,06/01/2016 14:13,Martha,Air Conditioner,Y,Y,67,0:05:36,1,#ERROR!
ID0313,06/01/2016 14:03,Joe,Toaster,Y,Y,19,0:00:55,1,#ERROR!
ID0314,06/01/2016 14:03,Greg,Toaster,Y,Y,71,0:02:37,4,#ERROR!
ID0311,06/01/2016 13:58,Stewart,Toaster,Y,Y,122,0:02:56,3,#ERROR!
ID0312,06/01/2016 13:58,Martha,Television,N,N,,,,#ERROR!
ID0309,06/01/2016 13:30,Greg,Television,Y,Y,70,0:05:19,3,#ERROR!
ID0310,06/01/2016 13:30,Diane,Fridge,N,N,,,,#ERROR!
ID0307,06/01/2016 12:07,Becky,Television,Y,N,102,0:05:53,5,#ERROR!
ID0308,06/01/2016 12:07,Jim,Fridge,Y,Y,120,0:00:52,5,#ERROR!
ID0305,06/01/2016 12:05,Joe,Fridge,Y,Y,97,0:01:47,3,#ERROR!
ID0306,06/01/2016 12:05,Dan,Fridge,Y,N,82,0:05:40,3,#ERROR!
ID0303,06/01/2016 11:45,Stewart,Toaster,Y,Y,26,0:03:08,3,#ERROR!
ID0304,06/01/2016 11:45,Greg,Air Conditioner,N,N,,,,#ERROR!
ID0301,06/01/2016 11:38,Dan,Toaster,N,N,,,,#ERROR!
ID0302,06/01/2016 11:38,Joe,Washing Machine,Y,Y,110,0:03:54,2,#ERROR!
ID0299,06/01/2016 11:29,Martha,Air Conditioner,Y,Y,74,0:01:31,5,#ERROR!
ID0300,06/01/2016 11:29,Diane,Toaster,Y,Y,80,0:04:27,4,#ERROR!
ID0297,06/01/2016 11:12,Dan,Toaster,Y,Y,110,0:03:43,3,#ERROR!
ID0298,06/01/2016 11:12,Becky,Television,N,N,,,,#ERROR!
ID0295,06/01/2016 10:42,Stewart,Television,Y,Y,74,0:03:22,4,#ERROR!
ID0296,06/01/2016 10:42,Stewart,Fridge,Y,Y,125,0:04:47,4,#ERROR!
ID0293,06/01/2016 10:32,Stewart,Washing Machine,Y,Y,71,0:02:39,4,#ERROR!
ID0294,06/01/2016 10:32,Jim,Air Conditioner,Y,Y,54,0:04:57,4,#ERROR!
